type,title,director,cast,country,release_year,rating,genre,platform,imdb_rating,id,image_url,description
Movie,Neal Brennan: 3 Mics,neal brennan,neal brennan,United States,2017,TV-MA,comedy,netflix,1.0,10072055766535438973,https://image.tmdb.org/t/p/w500/1A42r3VfDmODrWOenXt4xNdCoCp.jpg,"Wicked one-liners and soul-baring confessions converge in this uniquely intimate stand-up special from ""Chappelle's Show"" co-creator Neal Brennan."
Movie,Clinical,alistair legrand,"vinessa shaw,kevin rahm,william atherton,aaron stanford,wilmer calderon,sydney tamiia poitier,india eisley,nestor serrano",United States,2017,TV-MA,"horror,thriller",netflix,1.0,17981532937392263653,https://image.tmdb.org/t/p/w500/uFRyXUPqoZ7uORGtV2y8eSdJHuA.jpg,A psychiatrist is plagued by flashbacks to a terrifying attack as she treats a new patient who was horribly disfigured in an accident.
Movie,Jim Gaffigan: Cinco,jeannie gaffigan,jim gaffigan,United States,2017,TV-14,comedy,netflix,1.0,2675183524886010838,https://image.tmdb.org/t/p/w500/lQ6wVl0FOBy0aJm0IqPRLiguh44.jpg,America's king of clean comedy delivers wickedly funny jokes in his fifth hour-long special.
Movie,Coin Heist,emily hagins,"sasha pieterse,alexis g zall,alex saxon,jay walker,mark blum,neal huff,michael cyril creighton,blanche baker,connor ratliff,will denton",United States,2017,TV-14,"family,drama",netflix,1.0,16543275735815226579,https://image.tmdb.org/t/p/w500/6xnUDsQT2PoIdmdmh8jngh5Wacj.jpg,"When a crisis threatens to destroy their high school, four teens hatch a daring plan to raise $10 million. Step one? Breaking into the U.S. Mint."
Movie,LEGO: Marvel Super Heroes: Maximum Overload,greg richardson,"troy baker,drake bell,fred tatasciore,dee bradley baker,steve blum,adrian pasdar,greg cipes,chi mcbride,barry dennen,robin atkin downes",United States,2013,TV-Y7,family,netflix,1.0,8263044752033775721,https://image.tmdb.org/t/p/w500/ry0N6rxZCuhCPUJRSzF8l3gcwqY.jpg,Villainous Loki is amassing an army to conquer Earth! His antics are keeping Spider-Man and S.H.I.E.L.D. busy as they tackle a host of bad guys.
Movie,Marvel's Hulk: Where Monsters Dwell,mitch schauer,"fred tatasciore,liam obrien,jesse burch,edward bosco,chiara zanni,mike vaughn,jon olson,matthew waterson,zach callison,laura bailey,hope levy",United States,2016,PG,"family,scifi",netflix,1.0,11581805687478033388,https://image.tmdb.org/t/p/w500/luT68rZr9wtrvn22VnRl82dkWTY.jpg,"On Halloween, the Hulk and Dr. Strange battle monsters wreaking havoc on New York and uncover an evil plot by Nightmare, ruler of the Dream Dimension."
Movie,Jen Kirkman: Just Keep Livin’?,lance bangs,jen kirkman,United States,2017,TV-MA,comedy,netflix,1.0,2956809231000392265,https://image.tmdb.org/t/p/w500/xnHq2r9UaMt0GG5A5GYtBUcAjJF.jpg,"Incisive comic Jen Kirkman gets real about women's bodies, the value of alone time and an Italian private tour guide who may have been a ghost."
Movie,Autohead,rohit mittal,"deepak sampat,ronjini chakroborty,vikrant singh,jhanvi dwivedi,ajay mishra,rohit mittal,sunny banerjee,ravidev singh",India,2016,TV-MA,"drama,international,thriller",netflix,1.0,9174329747212641479,https://m.media-amazon.com/images/M/MV5BYzZlMmJmYjAtNGQ2MS00MTUyLTljNTctMDdmYWNiZDU3ODM5XkEyXkFqcGdeQXVyNTIyMzY3MzE@._V1_SX300.jpg,A production crew that thinks it's making a documentary about a humble Mumbai rickshaw driver unmasks a horrifying truth about their film's subject.
Movie,Bee Movie,"steve hickner,simon j smith","jerry seinfeld,renée zellweger,matthew broderick,patrick warburton,john goodman,chris rock,kathy bates,barry levinson,larry king,ray liotta",United States,2007,PG,"family,comedy",netflix,1.0,17301594073101319485,https://image.tmdb.org/t/p/w500/1xlHV0AMoXQAOPAZXLQgq39tRCJ.jpg,"Barry, a worker bee stuck in a dead-end job making honey, sues humans when he learns they've been stealing bees' nectar all along."
TV Show,Star Trek: Deep Space Nine,unknown,"avery brooks,nana visitor,rene auberjonois,cirroc lofton,alexander siddig,colm meaney,armin shimerman,terry farrell,michael dorn",United States,1999,TV-14,"action adventure,scifi",netflix,1.0,15327595815512389768,https://image.tmdb.org/t/p/w500/u0YxXLnWzM95fN5gZup3mmmBH5A.jpg,"In this ""Star Trek"" spin-off, Commander Sisko leads the multi-species crew of Deep Space Nine, a Federation space station with a complex mission."
Movie,Udta Punjab,abhishek chaubey,"shahid kapoor,kareena kapoor,alia bhatt,diljit dosanjh,satish kaushik,suhail nayyar,prabhjyot singh,harpreet singh,manav vij,taran bajaj",India,2016,TV-MA,"drama,international",netflix,1.0,16927716987272466917,https://image.tmdb.org/t/p/w500/c7BXGhHwvK1AfDCmfPTtw5LsuIU.jpg,"Drug abuse and the darker side of Punjab rear their heads in the intense, interwoven tales of a cop, a doctor, a migrant worker and a rock star."
Movie,Garfunkel and Oates: Trying to be Special,"riki lindhome,jeremy konner","riki lindhome,kate micucci,anthony jeselnik,steve agee",United States,2016,TV-MA,"music,comedy",netflix,1.0,15500375188034661665,https://image.tmdb.org/t/p/w500/ntaq5qgoUjrm45pj0z8fR9mHwEu.jpg,Garfunkel and Oates put on a surprise-filled show in Seattle in hopes of raising enough money to make their own comedy special.
TV Show,Sense8,unknown,"tuppence middleton,brian j smith,doona bae,max riemelt,naveen andrews,daryl hannah,freema agyeman,terrence mann,adam shapiro,max mauff,alfonso herrera,eréndira ibarra,aml ameen,jamie clayton,tina desae,miguel ángel silvestre,toby onwumere,joe pantoliano",United States,2018,TV-MA,"crime,drama,mystery",netflix,1.0,7926022503649870008,https://image.tmdb.org/t/p/w500/nKZIcIqgu9wMiE7SpfwuFRJXKFs.jpg,"From the creators of ""The Matrix"" and ""Babylon 5"" comes this tense series in which eight people can telepathically experience each other's lives."
Movie,Barry,vikram gandhi,"devon terrell,anya taylorjoy,jason mitchell,ashley judd,jenna elfman,ellar coltrane,avi nash,linus roache,john benjamin hickey",United States,2016,TV-MA,drama,netflix,1.0,13387703993242935721,https://image.tmdb.org/t/p/w500/1Dg6phOePOHc4DHA5I7qjXB3fvA.jpg,"A young Barack Obama forges his identity while dealing with race, divergent cultures and ordinary life as a New York City college student."
Movie,Sister Cities,sean hanish,"jacki weaver,troian bellisario,stana katic,michelle trachtenberg,jess weixler,alfred molina,amy smart,tom everett scott,kaia gerber,aimee garcia,kathy baker,peter jason",United States,2016,TV-MA,drama,netflix,1.0,6119312780826515918,https://image.tmdb.org/t/p/w500/bhD2hmpji4VBG6wvlSKC2ZWACGG.jpg,"After years of estrangement, four sisters gather in the wake of their mother's death, which may or may not have been a suicide."
Movie,Asperger's Are Us,alex lehmann,"noah britton,ethan finlan,jack hanke,new michael ingemi",United States,2016,TV-MA,documentaries,netflix,1.0,15038471226482513958,https://image.tmdb.org/t/p/w500/wcjQ3xU4eM2ZcrLsvJQQilhTthH.jpg,A comedy troupe of four friends on the autism spectrum prepares for a final show before its members go their separate ways.
Movie,Mariah Carey's Merriest Christmas,james yukich,"mariah carey,lacey chabert,kelsey grammer,billy gardell,fina strazza,kenneth edmonds,cameron mathison,brennan elliott",United States,2015,TV-G,"family,music",netflix,1.0,9389332093857319462,https://image.tmdb.org/t/p/w500/edgFNIEbDyKAmNrTDDy67AzNnnS.jpg,"Pop music superstar Mariah Carey hosts this all-star holiday celebration with special guests and a celebrity reading of ""The Night Before Christmas."""
Movie,Other People,chris kelly,"jesse plemons,molly shannon,bradley whitford,maude apatow,madisen beaty,john early,zach woods,paul dooley,june squibb",United States,2016,TV-MA,"comedy,drama,independent",netflix,1.0,11701208471727713104,https://image.tmdb.org/t/p/w500/aC7VqBeovG1yPUtlOhUfXofKBkZ.jpg,"After a bad breakup, a struggling New York comedy writer tries to don a brave face and care for his dying mother in Sacramento."
Movie,Blue Jay,alex lehmann,"sarah paulson,mark duplass,clu gulager",United States,2016,TV-MA,"drama,independent,romance",netflix,1.0,6858634524608512900,https://image.tmdb.org/t/p/w500/6Xkp4is3hCPXYHu26KLt9giB5pF.jpg,"Two former high school sweethearts unexpectedly reunite in their old hometown, where they rediscover their magical bond and face a shared regret."
Movie,One in a Billion,roman gackowski,"satnam singh bhamara,mark cuban,adam silver,vivek ranadivé",United States,2016,TV-14,"documentaries,sports",netflix,1.0,16413119146051687148,https://image.tmdb.org/t/p/w500/iKNm6FkwLfpbGP59klXrjugOe1i.jpg,Follow the journey of Satnam Singh Bhamara as he works to fulfill his dream of becoming the first India-born player to be drafted into the NBA.
Movie,Reggie Watts: Spatial,benjamin dickinson,reggie watts,United States,2016,TV-MA,"music,comedy",netflix,1.0,6055859363015542464,https://m.media-amazon.com/images/M/MV5BZGQyNDIwMzItZDkyYy00ODEzLTkyMDctNGMwMzdlYmJlYmZlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"The comic innovator delivers a surreal set blending experimental songs, jokes about grits, guns and drugs, and other improvised comedy adventures."
TV Show,From Dusk Till Dawn,unknown,"dj cotrona,zane holtz,eiza gonzalez,jesse garcia,madison davenport,brandon soo hoo,wilmer valderrama,robert patrick,jake busey,samantha esteban,don johnson",United States,2016,TV-MA,"cult,action adventure,horror",netflix,1.0,8673169350852684110,https://image.tmdb.org/t/p/w500/sV3kIAmvJ9tPz4Lq5fuf9LLMxte.jpg,Bank-robbing brothers encounter vengeful lawmen and demons south of the border in this original series based on Robert Rodriguez' cult horror film.
Movie,White Girl,elizabeth wood,"morgan saylor,brian sene marc,justin bartha,chris noth,adrian martinez,india menuez,anthony ramos,ralph rodriguez,annabelle dexterjones",United States,2016,TV-MA,"drama,independent",netflix,1.0,15358752894681619400,https://image.tmdb.org/t/p/w500/zBmIjDObX0qMQbTWn3qBAANopUx.jpg,"A college girl romping through New York City in search of cocaine and other highs finds something real to grasp, only to see it potentially slip away."
Movie,#Rucker50,robert mccullough jr,unknown,United States,2016,TV-PG,"documentaries,sports",netflix,1.0,9474965801615470391,https://image.tmdb.org/t/p/w500/qTdgWIRxBnMXXpxTuvWquf3Q03y.jpg,This documentary celebrates the 50th anniversary of the Harlem sports program that has inspired countless city kids to become pro basketball players.
Movie,1000 Rupee Note,shrihari sathe,"usha naik,sandeep pathak,shrikant yadav,ganesh yadav,pooja nayak,devendra gaikwad",India,2014,TV-14,"drama,international",netflix,1.0,14291033660100921052,https://image.tmdb.org/t/p/w500/pNNxwXAReV4kh7TCZGqBrl9I72v.jpg,"After randomly receiving a handsome political bribe, a sweet, poor elderly woman decides to treat herself a shopping spree, which doesn't go smoothly."
Movie,Across Grace Alley,ralph macchio,"ben hyland,marsha mason,karina smirnoff,colin branca,ralph macchio,tricia paoluccio",United States,2013,TV-PG,drama,netflix,1.0,16225320367228542202,https://image.tmdb.org/t/p/w500/htzD8XAM6AiEuKt9ZlgCZQWlmJT.jpg,"A young boy, upset by his parents' divorce, becomes infatuated with his grandmother's neighbor, an entrancing dancer he watches through a window."
Movie,Interrogation,vetrimaaran,"dinesh ravi,samuthirakani,kishore kumar,anandhi,murugadoss,ajay ghosh",India,2015,TV-MA,"drama,international,thriller",netflix,1.0,6943287111959840735,https://image.tmdb.org/t/p/w500/49WtQewB8rVORiWFVxOiRsxtFKI.jpg,"In this fact-based drama, politically motivated cops in Andhra Pradesh set out to frame four Tamil laborers for a crime, torturing them to no avail."
Movie,Rainbow Time,linas phillips,"linas phillips,melanie lynskey,timm sharp,tobin bell,jay duplass,lauren weedman,artemis pebdani,reagan yates,austin fryberger",United States,2016,TV-MA,"comedy,drama,independent",netflix,1.0,11430872043604738873,https://image.tmdb.org/t/p/w500/xRlvr8nejfUa3DphrxNDBWTl55M.jpg,"A developmentally disabled man obsessed with the Fonz, guns and all things kinky poses a challenge for his arrogant brother when he moves in with him."
Movie,Richard Pryor: Live in Concert,jeff margolis,richard pryor,United States,1979,TV-MA,comedy,netflix,1.0,14011346359972548869,https://image.tmdb.org/t/p/w500/zguG43yzPkiiNOyR9P1HglVNYOl.jpg,"Richard Pryor's classic 1979 concert film has him discussing a wide range of topics, including race, the police and his favorite target – himself."
Movie,The Violin Player,bauddhayan mukherji,"ritwick chakraborty,adil hussain,nayani dixit,sonam stobgais",India,2016,TV-14,"drama,independent,international",netflix,1.0,12566811104769129180,https://image.tmdb.org/t/p/w500/A6toQ712qXgcPVYI9DPTtIgB2Id.jpg,"An unemployed Bollywood session violinist in Mumbai finally lands a small gig, but it's what happens on his way home that proves truly transformative."
Movie,Michael Che Matters,oz rodriguez,michael che,United States,2016,TV-MA,comedy,netflix,1.0,11485691748589200513,https://image.tmdb.org/t/p/w500/pr60Hn5pu5HMiHrj6xxC3ok1DY7.jpg,"""SNL"" star Michael Che takes on hot-button topics like inequality, homophobia and gentrification in this stand-up set filmed live in Brooklyn."
Movie,Mercy,chris sparling,"james wolk,caitlin fitzgerald,tom lipinski,dan ziskie,michael godere,michael donovan,dion graham,constance barron",United States,2016,TV-MA,"drama,thriller",netflix,1.0,2224611030650539040,https://image.tmdb.org/t/p/w500/8voINwqMlscROrjhN97fGkmhvEV.jpg,Two brothers clash with their half-siblings when a visit home to see their dying mother surfaces old secrets and becomes a fight for survival.
Movie,The Land of Cards,qaushiq mukherjee,"joyraj bhattacharya,rii,soumyak kanti debiswas,anubrata basu,tillotama shome,maya tideman,tinu verghese,immaduddin shah,sayani gupta",India,2012,TV-14,"drama,independent,international",netflix,1.0,5856405212580114567,https://image.tmdb.org/t/p/w500/2N8WtaHf8wwrUxa8TM3WgnqIzAf.jpg,A royal prince arrives on an island of fascist rule and inspires a rebellion among its women in this hallucinogenic adaptation of a classic play.
Movie,Donald Glover: Weirdo,"shannon hartman,michelle caputo",donald glover,United States,2012,TV-MA,comedy,netflix,1.0,12640299772021882287,https://m.media-amazon.com/images/M/MV5BMTY0Mzk0NTI5N15BMl5BanBnXkFtZTgwODY0NDAxMzE@._V1_SX300.jpg,"Fearlessly funny stand-up comic and sitcom star Donald Glover puts on a live show in New York, confessing his love for Cocoa Puffs and Toys ""R"" Us."
Movie,Colin Quinn: The New York Story,jerry seinfeld,colin quinn,United States,2016,TV-MA,comedy,netflix,1.0,14818117755681968397,https://image.tmdb.org/t/p/w500/140oOTuz1UIdSlJ2yOkMgOmF0xl.jpg,"The ""SNL"" veteran performs his off-Broadway show about the history of New York and the people who shape its personality. Directed by Jerry Seinfeld."
Movie,Mumbai Cha Raja,manjeet singh,"rahul bairagi,arbaaz khan,tejas parvatkar,dhanshree jain,salman khan,aftab khan",India,2012,TV-MA,"drama,independent,international",netflix,1.0,6638844134647431489,https://image.tmdb.org/t/p/w500/nCl0SVBgMaITeIfdpePeAmTNOj8.jpg,"This coming-of-age tale follows Rahul, a young boy growing up in a Mumbai slum whose alcoholic father abuses him and his mother."
Movie,True Memoirs of an International Assassin,jeff wadlow,"kevin james,andy garcia,zulay henao,maurice compte,kelen coleman,andrew howard,rob riggle,leonard earl howze,yul vazquez,kim coates,daniel zacapa,ron rifkin,jeff chase",United States,2016,TV-14,"action adventure,comedy",netflix,1.0,1305970274535938120,https://m.media-amazon.com/images/M/MV5BMjEzMjI0Mzc5MV5BMl5BanBnXkFtZTgwODExMDgxMDI@._V1_SX300.jpg,"After his publisher markets his crime novel as a memoir, a novice author finds himself forcibly recruited into a deadly political plot in Venezuela."
Movie,Kathleen Madigan: Bothering Jesus,lorene machado,kathleen madigan,United States,2016,TV-MA,comedy,netflix,1.0,7773134090044843481,https://image.tmdb.org/t/p/w500/wUj9yz24ZgfqTJifoT3YPz6Olqv.jpg,"The Irish American comic riffs on everything from growing up in Missouri, signing up her parents to be Uber drivers and anything to do with bacon."
Movie,"Dana Carvey: Straight White Male, 60",marcus raboy,dana carvey,United States,2016,TV-MA,comedy,netflix,1.0,12995799018622759003,https://image.tmdb.org/t/p/w500/fL0q2Po8uD75wcU2mu8MPN4pjge.jpg,Emmy-winning comedian Dana Carvey blends pitch-perfect takes on big personalities with so-true-it-hurts stories from his life as a dad of millennials.
Movie,Norman Lear: Just Another Version of You,"heidi ewing,rachel grady","norman lear,george clooney,bill moyers,john amos,russell simmons,louise lasser,rob reiner,jon stewart,amy poehler",United States,2016,TV-MA,documentaries,netflix,1.0,17979199511129817865,https://image.tmdb.org/t/p/w500/dgjNBtf7iwMi4fNwBLPqzOu0T36.jpg,"This documentary turns the spotlight on the man behind the iconic ""All in the Family,"" with comments from friends, family and famous collaborators."
TV Show,Containment,unknown,"david gyasi,christina marie moses,chris wood,kristen gutoskie,claudia black,george young,hanna mangan lawrence,trevor st john",United States,2016,TV-MA,"drama,thriller",netflix,1.0,3776215525895733137,https://image.tmdb.org/t/p/w500/jMyudM6LM9VfIsR8ZRghlSpAdfv.jpg,"When a ferocious contagion sweeps through Atlanta, authorities impose a precarious quarantine on the city while scrambling to find a cure."
Movie,Joe Rogan: Triggered,anthony giordano,joe rogan,United States,2016,TV-MA,comedy,netflix,1.0,3681345907027611927,https://image.tmdb.org/t/p/w500/9a2O1CVhw7L339aSF6lZJhYcP7j.jpg,"Unleashing his inquisitive, intense comedic style, Rogan explores everything from raising kids and Santa Claus to pot gummies and talking to dolphins."
Movie,Sky Ladder: The Art of Cai Guo-Qiang,kevin macdonald,cai guoqiang,United States,2016,TV-MA,documentaries,netflix,1.0,4108446614558299425,https://image.tmdb.org/t/p/w500/bYE9EZbplP8gbqaT1w9wsSW4n5c.jpg,"Known for his spectacular pyrotechnic displays, Chinese artist Cai Guo-Qiang creates his most ambitious project yet in this breathtaking documentary."
Movie,Mascots,christopher guest,"carrie aizley,sarah baker,bob balaban,ed begley jr,tom bennett,maria blasucci,jennifer coolidge,kerry godliman,matt griesser,christopher guest,john michael higgins,michael hitchcock,don lake,jane lynch,christopher moynihan,chris odowd,jim piddock,parker posey,harry shearer,fred willard,zach woods,susan yeagley",United States,2016,TV-MA,comedy,netflix,1.0,13105595445496081652,https://image.tmdb.org/t/p/w500/b1OIQmekcJvaQxtQvyBllZQCzmn.jpg,"Eager contestants don big heads and furry suits to vie for the title of World's Best Mascot in this offbeat, comic romp from Christopher Guest."
Movie,Justin Timberlake + the Tennessee Kids,jonathan demme,justin timberlake,United States,2016,TV-MA,music,netflix,1.0,12128434466262036720,https://image.tmdb.org/t/p/w500/5TDZqiRPBhUNDRermZ5HfKf4WoF.jpg,"On the final nights of a world tour, director Jonathan Demme captures what makes the show soar: gifted musicians, deft dancers and a magnetic star."
Movie,13TH,ava duvernay,unknown,United States,2016,TV-MA,documentaries,netflix,1.0,16468796246469542613,https://m.media-amazon.com/images/M/MV5BMjAwMjU5NTAzOF5BMl5BanBnXkFtZTgwMjQwODQxMDI@._V1_SX300.jpg,"In this thought-provoking documentary, scholars, activists and politicians analyze the criminalization of African Americans and the U.S. prison boom."
Movie,Russell Peters: Almost Famous,dave higby,russell peters,United States,2016,TV-MA,comedy,netflix,1.0,13817259290726344302,https://m.media-amazon.com/images/M/MV5BMzAwMjExNTgtYTMxZS00MmZkLTlkNmYtNGI1MzM0YjNlOTMzXkEyXkFqcGdeQXVyNjgyNjQzOTA@._V1_SX300.jpg,"The comic comes home to Toronto to sound off on cultural quirks, kids' furniture and bathroom visits, reveling in all things ridiculously human."
Movie,LEGO Jurassic World: The Indominus Escape,michael d black,"aj locascio,sendhil ramamurthy,fred tatasciore,jake johnson,lauren lapkus,zachary levi,bd wong,david gunning",United States,2016,TV-Y7,"family,comedy",netflix,1.0,17675052015747919979,https://image.tmdb.org/t/p/w500/3sKJifTlVvM7jEnFEYFwJSay5Vu.jpg,The scientists of Jurassic World create a captivating and terrifying new creature that loves hot dogs. But what happens when the hot dogs run out?
Movie,Harud,aamir bashir,"mohammad amir naji,shahnawaz bhat,shamim basharat,salma ashai,mudessir ahmed khan,rayes mohiuddin",India,2010,TV-MA,"drama,international",netflix,1.0,12349093889534364074,https://image.tmdb.org/t/p/w500/7ovf8lGBfWBfLYPj5KUycFtCZUl.jpg,"A young Kashmiri man sets out to escape to Pakistan and make sense of his brother's death, but he drifts aimlessly until finding his brother's camera."
Movie,Umrika,prashant nair,"suraj sharma,tony revolori,smita tambe,adil hussain,rajesh tailang,prateik babbar,pramod pathak,amit sial,sauraseni maitra",India,2015,TV-MA,"drama,independent,international",netflix,1.0,4130270056710226628,https://image.tmdb.org/t/p/w500/zdn8Ya8XtmTMSQUUVwEqkGoi7Td.jpg,"An ambitious man leaves his small Indian village for America. But when his letters to home stop coming, his brother sets out on his own adventure."
Movie,Unchained: The Untold Story of Freestyle Motocross,"paul taublieb,jon freeman",josh brolin,United States,2016,TV-MA,"documentaries,sports",netflix,1.0,399676058993238563,https://image.tmdb.org/t/p/w500/2g5CqrXgAv6by4mIHpdalFcwVcj.jpg,"This adrenaline-rush documentary traces the rise of freestyle motocross, arguably the world's most extreme sport, and spotlights its pioneers."
Movie,Audrie & Daisy,"bonni cohen,jon shenk",unknown,United States,2016,TV-MA,documentaries,netflix,1.0,14719900460704755942,https://m.media-amazon.com/images/M/MV5BNzM3NDkyMjU1NV5BMl5BanBnXkFtZTgwNjQwNDc4OTE@._V1_SX300.jpg,"In this wrenching documentary, two teens are sexually assaulted by boys they considered friends, humiliated online and harassed by their communities."
Movie,Iliza Shlesinger: Confirmed Kills,bobcat goldthwait,iliza shlesinger,United States,2016,TV-MA,comedy,netflix,1.0,5096431863488050612,https://image.tmdb.org/t/p/w500/2FtdOtH9fkpR5nFHTVIbhmX7bO3.jpg,"The stand-up sensation tackles TV's ""Shark Tank,"" what it means to be a woman and how to deal with the lawless party goblin that lives in us all."
Movie,Cedric the Entertainer: Live from the Ville,troy miller,cedric the entertainer,United States,2016,TV-MA,comedy,netflix,1.0,3508431975302152061,https://image.tmdb.org/t/p/w500/apBNv9j45oCHCoogMWiHlPcinYZ.jpg,"Donning his signature suit and fedora, the dapper comic offers a unique spin on getting old, the presidential election and ""Honky Tonk Badonkadonk."""
Movie,Louis C.K.: Hilarious,louis ck,louis ck,United States,2010,84 min,movies,netflix,1.0,18411606834001118817,https://image.tmdb.org/t/p/w500/8mJMrrT4tkfZLMFvKQ0Hq6jlXbp.jpg,"Emmy-winning comedy writer Louis C.K. brings his caustic wit to Milwaukee, offering up his unique and uncensored take on sex, parenting and more."
Movie,Sample This,dan forrer,gene simmons,United States,2012,TV-14,"documentaries,music",netflix,1.0,11155732003836270321,https://image.tmdb.org/t/p/w500/mB71g0WroC3dGN1WcE55M8Hxvu1.jpg,"This doc traces the impact of the Incredible Bongo Band's ""Apache,"" which played a key role in the birth of hip-hop after Kool Herc began sampling it."
Movie,Extremis,dan krauss,unknown,United States,2016,TV-PG,documentaries,netflix,1.0,4753237238723434349,https://image.tmdb.org/t/p/w500/soRSTwNGv7c58SAEy9JFQYf9cMD.jpg,"Witness the wrenching emotions that accompany end-of-life decisions as doctors, patients and families in a hospital ICU face harrowing choices."
TV Show,Forensic Files,unknown,peter thomas,United States,2011,TV-MA,"crime,docuseries,science nature",netflix,1.0,3346663190085493677,https://image.tmdb.org/t/p/w500/8Ev9Lh6sVg7bEKHb9FcrDTvJ3Vy.jpg,Detectives and crime lab technicians use the latest and most fascinating procedures to solve crimes in this documentary-style show.
Movie,Jeff Foxworthy and Larry the Cable Guy: We’ve Been Thinking...,jay karas,"jeff foxworthy,larry the cable guy",United States,2016,TV-14,comedy,netflix,1.0,13783339587585779401,https://image.tmdb.org/t/p/w500/hcPC2iSMSy1l6kadNH25YlJ5m4h.jpg,Grammy-nominated comedians Jeff Foxworthy and Larry the Cable Guy bring their distinctive brand of humor to a packed crowd in Minneapolis.
Movie,XOXO,christopher louie,"sarah hyland,graham phillips,chris delia,hayley kiyoko,brett delbuono,ryan hansen,ian anthony dale,ione skye,colin woodell,lamonica garrett,brianne howey",United States,2016,TV-MA,"drama,music",netflix,1.0,10312401884155578785,https://image.tmdb.org/t/p/w500/lSWO4dZTqOEGSHffJl4GH3G8Fvp.jpg,"The lives of a budding DJ, his loyal pal, a hopeless romantic, a jaded has-been and a troubled couple intersect at an electronic dance music festival."
Movie,I'll Sleep When I'm Dead,justin krook,steve aoki,United States,2016,TV-MA,"documentaries,music",netflix,1.0,14474933892059885528,https://image.tmdb.org/t/p/w500/azbXPYe22TpcxNOkLZNjtN84olR.jpg,"Superstar DJ Steve Aoki reflects on the driving force behind his career: his ambitious father, Benihana founder and perennial daredevil Rocky Aoki."
TV Show,Behind Enemy Lines,unknown,unknown,United States,2001,TV-14,"british,docuseries",netflix,1.0,2934752181799823817,https://image.tmdb.org/t/p/w500/fZReMWU3zszvaktDUqOoWCzHssZ.jpg,"After dire setbacks in 1940, Winston Churchill commissions a new kind of fighting force: commandos trained to use stealth and audacious tactics."
Movie,Louis C.K.: Live at the Comedy Store,louis ck,louis ck,United States,2015,66 min,movies,netflix,1.0,828172045871596394,https://image.tmdb.org/t/p/w500/9ULqaND2rzNFL4OAxCbSrY7UWem.jpg,"The comic puts his trademark hilarious/thought-provoking spin on finding a bat in his kitchen, seeing rats having sex, Boston accents and dead pets."
Movie,Jim Gaffigan: Beyond the Pale,michael drumm,jim gaffigan,United States,2005,TV-14,comedy,netflix,1.0,7458802569037704763,https://image.tmdb.org/t/p/w500/wY49QXYWm6tnVNPItjPxtQThAxv.jpg,"Comedian Jim Gaffigan cuts loose on a variety of topics, including Hot Pockets, holidays, Catholicism and his favorite activity: doing nothing."
Movie,Jim Gaffigan: King Baby,troy miller,jim gaffigan,United States,2009,TV-PG,comedy,netflix,1.0,7704906259898017583,https://image.tmdb.org/t/p/w500/wcD3IL6NmsioH5R6qCY4yFijWlx.jpg,"Jim Gaffigan offers up his take on bacon, bowling and other weighty topics in this stand-up performance filmed live in Austin on his 2008 comedy tour."
Movie,Jim Gaffigan: Mr. Universe,jay karas,jim gaffigan,United States,2012,TV-14,comedy,netflix,1.0,4577203850027508820,https://image.tmdb.org/t/p/w500/uCJOSa1FRS56mIrboXaSBMgRWMx.jpg,"Funnyman Jim Gaffigan offers up his unique take on everything from Disney World to overweight whales in this live show from Washington, D.C."
Movie,Jim Gaffigan: Obsessed,jay chapman,jim gaffigan,United States,2014,TV-14,comedy,netflix,1.0,9149542770909799009,https://m.media-amazon.com/images/M/MV5BMjA1MDc3NzkyNl5BMl5BanBnXkFtZTgwNDYzNjM3MTE@._V1_SX300.jpg,"Comic Jim Gaffigan delivers his sardonic take on topics like eating, exercise, weddings and his five kids in this live stand-up special."
Movie,David Cross: Making America Great Again!,alex coletti,david cross,United States,2016,TV-MA,comedy,netflix,1.0,1479859201936223154,https://image.tmdb.org/t/p/w500/kBT4vmL6gfik5rSczV3emBAPeMC.jpg,"Cross skewers Donald Trump, religious taboos and American swagger in a provocative night of comedy at the Paramount Theatre in Austin, Texas."
Movie,Lavell Crawford: Can a Brother Get Some Love?,michael drumm,lavell crawford,United States,2011,TV-MA,comedy,netflix,1.0,768192489644963189,https://image.tmdb.org/t/p/w500/chZizAIOZYuME9E4rnrzBRHOFXI.jpg,"""Last Comic Standing"" runner-up Lavell Crawford lords over a hometown crowd at St. Louis's Orpheum Theatre, raking in the love – and the laughs."
Movie,Interview with a Serial Killer,christopher martin,arthur shawcross,United States,2008,TV-MA,documentaries,netflix,1.0,5068522878474983908,https://image.tmdb.org/t/p/w500/hq04FEPJCRIC0AFGLXv3fUIBTjA.jpg,"In this jailhouse interview, Arthur Shawcross, the Genesee River Killer, shares candid details of his crimes and his surprising family bonds."
Movie,Tallulah,sian heder,"ellen page,allison janney,tammy blanchard,evan jonigkeit,uzo aduba,john benjamin hickey,david zayas,zachary quinto,fredric lehne",United States,2016,TV-MA,"drama,independent",netflix,1.0,4281267264154305307,https://image.tmdb.org/t/p/w500/9kG86fYSa8Ug0o8RoT96Kce4URt.jpg,"While searching for her ex-boyfriend, a young drifter impulsively kidnaps a baby from a neglectful mother and pretends the child is her own."
