type,title,director,cast,country,release_year,rating,genre,platform,imdb_rating,id,image_url
Movie,walk away from love,['christopher nolen'],"noree victoria,brad james,robert christopher riley,brely evans,sabrina revelle",United States,2017,TV-14,"drama,romance",netflix,6.6,2763780028217631635,https://m.media-amazon.com/images/M/MV5BNjNlODRiZjMtYmU5MC00NjNhLTk2MmItNmFhODg1ZmU0OGQ1XkEyXkFqcGdeQXVyMTQ2NTQyNDQ@._V1_SX300.jpg
TV Show,continent 7 antarctica,['unknown'],chris browning,United States,2016,TV-PG,"action adventure,animals  nature,docuseries",hotstar,7.2,11755589313261591367,https://m.media-amazon.com/images/M/MV5BZjM3MjAwYmYtYjc4OS00ODc2LWEzM2EtZWIyYWI2Yjc1NjIzXkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_SX300.jpg
TV Show,prank encounters,['unknown'],gaten matarazzo,United States,2021,TV-MA,"reality,comedy,horror",netflix,5.3,7588592844715154956,https://m.media-amazon.com/images/M/MV5BYjg1ZDg1NGItY2U2OC00MzkxLTgzODgtNzlkMzA4NDFmM2JlXkEyXkFqcGdeQXVyMzY1MDEzNQ@@._V1_SX300.jpg
Movie,american masters ted williams,['nick davis'],ted williams,United States,2018,TV-MA,"documentaries,sports",netflix,1.0,5400380013830985141,url
Movie,dedh ishqiya,['abhishek chaubey'],"naseeruddin shah,madhuri dixit,arshad warsi,huma qureshi,vijay raaz,manoj pahwa,salman shahid",India,2014,TV-14,"comedy,drama,international",netflix,7.0,5849230469504377548,https://m.media-amazon.com/images/M/MV5BMTkxMzU3MDMxMV5BMl5BanBnXkFtZTgwMzM5MDk3MDE@._V1_SX300.jpg
Movie,the moonspinners,['james neilson'],"hayley mills,joan greenwood,michael davis,irene papas,paul stassino,eli wallach",United States,1964,PG,"crime,drama,mystery",hotstar,1.0,10889388670769362242,url
Movie,zootopia,"['byron howard', 'rich moore']","ginnifer goodwin,jason bateman,idris elba,jenny slate,nate torrence,bonnie hunt",United States,2016,PG,"animation,comedy,family",hotstar,8.0,5859729748223683423,https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_SX300.jpg
Movie,the road to el camino behind the scenes of el camino a breaking bad movie,['unknown'],unknown,United States,2019,TV-14,"documentaries,international",netflix,7.1,3187473420438799730,https://m.media-amazon.com/images/M/MV5BNDEwNTgyM2MtYzA0ZS00ODU0LWFlMmEtN2NkYzNlNjRhNzJmXkEyXkFqcGdeQXVyMTExNzkxOTY@._V1_SX300.jpg
Movie,jewels catch one,['c fitz'],jewel thaiswilliams,United States,2016,TV-MA,"documentaries,lgbtq",netflix,1.0,13278583760035415853,url
Movie,kacche dhaagey,['buta singh'],"yograj singh,nitu pandher,deep mandian,shreya chawla,jagpal singh chahal,jyoti sharma,janak joshi,karan vinayak",India,2016,TV-14,"drama,international,romance",netflix,,12549155030081762273,
Movie,sound of metal,['darius marder'],"riz ahmed,olivia cooke,paul raci,lauren ridloff,mathieu amalric",United States,2020,R,drama,hotstar,7.7,18380753951102168418,https://m.media-amazon.com/images/M/MV5BNjcyYjg0M2ItMzMyZS00NmM1LTlhZDMtN2MxN2RhNWY4YTkwXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_SX300.jpg
Movie,joan didion the center will not hold,['griffin dunne'],joan didion,United States,2017,TV-14,documentaries,netflix,7.5,3908670142614502396,https://m.media-amazon.com/images/M/MV5BOThhZWQ1MzAtMTMwMC00MmI5LWIwZjMtM2ZjNTMxZjk2Nzk3XkEyXkFqcGdeQXVyMjQ3NjgxMTU@._V1_SX300.jpg
Movie,halloweentown high,['mark dippé'],"kimberly brown,judith hoag,joey zimmerman,emily roeske,clifton davis,finn wittrock",United States,2004,TV-G,"action adventure,comedy,fantasy",hotstar,6.0,7956259509559115518,https://m.media-amazon.com/images/M/MV5BNDgxMjk3NGItMzRhNi00OGU4LTk3ZWItNTFjZmRhNGE1ZTE4XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg
TV Show,power rangers samurai,['unknown'],"alex heartman,erika fong,hector david jr,najee detiege,brittany anne pirtle,rene naufahu,jeff szusterman,felix ryan,paul schrier",United States,2011,TV-Y7,kids,netflix,5.1,7657991839983151911,https://m.media-amazon.com/images/M/MV5BMTk1MDc4MjY0MV5BMl5BanBnXkFtZTcwNjExNzMzNw@@._V1_SX300.jpg
Movie,madras café,['shoojit sircar'],"john abraham,nargis fakhri,rashi khanna,avijit dutt,prakash belawadi,ajay ratnam,siddartha basu,agnello dias,dibang",India,2013,TV-14,"drama,international,thriller",netflix,7.6,4616104102477762185,https://m.media-amazon.com/images/M/MV5BMTg1MzU5ODM4Nl5BMl5BanBnXkFtZTcwOTQ3MTM5OQ@@._V1_SX300.jpg
Movie,talaash,['reema kagti'],"aamir khan,rani mukerji,kareena kapoor,nawazuddin siddiqui,shernaz patel,sheeba chaddha",India,2012,TV-14,"drama,international,thriller",netflix,7.8,11043859629009661690,
TV Show,in the dark,['unknown'],"perry mattfeld,brooke markham,casey deidrick,keston john,morgan krantz,rich sommer,thamela mpumlwana,saycon sengbloh,kathleen york,derek webster",United States,2020,TV-14,"crime,drama",netflix,7.5,6466096480104546471,https://m.media-amazon.com/images/M/MV5BMzk3NWVhMzgtNjkzMy00OWYxLWIxZDktZmIyODU5NjA5ZDE3XkEyXkFqcGdeQXVyMTUyNjM1OTE4._V1_SX300.jpg
Movie,kalakalappu,['sundar c'],"vimal,anjali,shiva,oviya,santhanam,john vijay,m ilavarasu,manobala",India,2012,TV-14,"comedy,international,music",netflix,6.9,17711778740746566392,https://m.media-amazon.com/images/M/MV5BN2Y3MDcxNWUtMmNlNC00OGUzLTkxYzMtMTI1Mzg1NDgwZTAwXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_SX300.jpg
Movie,dolphin reef,['keith scholey'],natalie portman,United States,2018,G,"animals  nature,documentary,family",hotstar,7.4,16644629071927602858,https://m.media-amazon.com/images/M/MV5BYzAxZWZiMmEtM2NiZC00YjY4LWIwMjMtYTIwNjAwY2IyZmYwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Movie,gforce,['hoyt yeatman'],"bill nighy,will arnett,zach galifianakis,kelli garner,tyler patrick jones,piper mackenzie harris,gabriel casseus,jack conley,niecy nash,justin mentell,nicolas cage,sam rockwell,jon favreau,penélope cruz,steve buscemi,tracy morgan",United States,2009,PG,"family,comedy",netflix,1.0,15790175082982186756,url
TV Show,maniac,['unknown'],"emma stone,jonah hill,justin theroux,sally field,gabriel byrne,sonoya mizuno,julia garner,billy magnussen,jemima kirke",United States,2018,TV-MA,"comedy,drama,mystery",netflix,7.7,6950581600269041644,https://m.media-amazon.com/images/M/MV5BMDMwOTgyNzYtNWI2Zi00MDcwLWEyNmUtMGQ5YzA3ZTljMTA2XkEyXkFqcGdeQXVyNjU2ODM5MjU@._V1_SX300.jpg
Movie,super dark times,['kevin phillips'],"owen campbell,charlie tahan,elizabeth cappuccino,max talisman,amy hargreaves,sawyer barth,adea lennox,ethan botwick",United States,2017,TV-MA,"drama,independent,thriller",netflix,6.6,13559748852779038987,https://m.media-amazon.com/images/M/MV5BMjA4NzU2ODA5OF5BMl5BanBnXkFtZTgwNTk1ODkwMzI@._V1_SX300.jpg
Movie,ferris buellers day off,['john hughes'],"matthew broderick,alan ruck,mia sara,jeffrey jones,jennifer grey,cindy pickett,lyman ward,edie mcclurg,charlie sheen,kristy swanson,ben stein,del close",United States,1986,PG-13,"classic movies,comedy,cult",netflix,1.0,17666352318778043343,url
Movie,saathiya,['shaad ali'],"rani mukerji,tanuja,satish shah,vivek oberoi,sandhya mridul,swaroop sampat,sharat saxena,tinnu anand",India,2002,ALL,"drama,international,romance",hotstar,6.8,12207742342559311371,https://m.media-amazon.com/images/M/MV5BN2ZhNzI2NWEtOGMxMC00M2RkLWEyMzctZjUyYzUzOWEzZTRiXkEyXkFqcGdeQXVyNTkzNDQ4ODc@._V1_SX300.jpg
Movie,hell or high water,['david mackenzie'],"jeff bridges,chris pine,ben foster,gil birmingham,marin ireland,katy mixon,dale dickey,kevin rankin,william sterchi",United States,2016,R,"drama,independent",netflix,7.6,15461119702222524987,https://m.media-amazon.com/images/M/MV5BMTg4NDA1OTA5NF5BMl5BanBnXkFtZTgwMDQ2MDM5ODE@._V1_SX300.jpg
Movie,rookie of the year,['daniel stern'],"thomas ian nicholas,gary busey,albert hall,amy morton,dan hedaya,eddie bracken",United States,1993,PG,"comedy,family,sports",hotstar,6.1,1629978668752177849,https://m.media-amazon.com/images/M/MV5BZGJhODAwNDQtNGY0My00ZDA4LTgwOTMtMTA5NzdhZTQ0YmIwXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg
Movie,miles davis birth of the cool,['stanley nelson'],"miles davis,carl lumbly",United States,2019,TV-MA,"documentaries,music",netflix,7.4,14233403831782685543,https://m.media-amazon.com/images/M/MV5BMTgxNzgwNTI3N15BMl5BanBnXkFtZTgwNDg1ODAyNzM@._V1_SX300.jpg
Movie,knives out 4k uhd,['rian johnson'],"ana de armas,toni collette,christopher plummer,don johnson,michael shannon,jaeden martell,riki lindhome,chris evans,jamie lee curtis,lakeith stanfield,daniel craig,katherine langford",United States,2019,PG-13,comedy,hotstar,1.0,5639338116659166075,url
TV Show,first team juventus,['unknown'],unknown,United States,2018,TV-PG,"docuseries,international",netflix,7.2,314456409065457513,https://m.media-amazon.com/images/M/MV5BMWUyYWEzNjYtOTRiYS00ZDg0LThjYWYtYTFjOTc0ODExYjQ3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Movie,autohead,['rohit mittal'],"deepak sampat,ronjini chakroborty,vikrant singh,jhanvi dwivedi,ajay mishra,rohit mittal,sunny banerjee,ravidev singh",India,2016,TV-MA,"drama,international,thriller",netflix,5.9,9174329747212641479,https://m.media-amazon.com/images/M/MV5BYzZlMmJmYjAtNGQ2MS00MTUyLTljNTctMDdmYWNiZDU3ODM5XkEyXkFqcGdeQXVyNTIyMzY3MzE@._V1_SX300.jpg
TV Show,sab jholmaal hai,['vijay roche'],unknown,India,2017,TV-Y7,"kids,comedy",netflix,6.8,18320187442343779294,https://m.media-amazon.com/images/M/MV5BYmQ3NDEyMzQtMmRlYS00YmI1LWI0ODEtOTgyNzZlODg3NGIwXkEyXkFqcGdeQXVyMTMzNDE5NTc2._V1_SX300.jpg
Movie,copper bill,['brett bentman'],"dustin rhodes,thom hallum,arthur redcloud,katy harris,billy blair",United States,2020,16+,"action,drama,suspense",hotstar,3.8,15428447873228268870,https://m.media-amazon.com/images/M/MV5BMmJlOTQxNjUtMDIxNC00ODI5LWE2ZmUtYzViZDY2Y2VjY2ExXkEyXkFqcGdeQXVyNDAxOTQxMjk@._V1_SX300.jpg
Movie,nene raju nene mantri,['teja'],"rana daggubati,kajal aggarwal,catherine tresa",India,2017,13+,"drama,international",hotstar,5.8,11013933555878097091,https://m.media-amazon.com/images/M/MV5BM2YwYmZiNGItNWRlYi00MTAyLTk5YTktNzZhZDhmY2M4NzZmXkEyXkFqcGdeQXVyNzA4OTM2NTE@._V1_SX300.jpg
Movie,audrie  daisy,"['bonni cohen', 'jon shenk']",unknown,United States,2016,TV-MA,documentaries,netflix,7.2,14719900460704755942,https://m.media-amazon.com/images/M/MV5BNzM3NDkyMjU1NV5BMl5BanBnXkFtZTgwNjQwNDc4OTE@._V1_SX300.jpg
Movie,kaaliyan,['jijo pancode'],"tini tom,meghanathan,balachandran chullikadu,shivaji guruvayoor,kottayam purushan,nithin george,grace antony,shalu",India,2017,TV-PG,"drama,international",netflix,,11890845107780190858,https://m.media-amazon.com/images/M/MV5BZjQ1MTExN2EtYzA0Ni00MGIwLTljMTctNmNkNjdiM2JkMjFmXkEyXkFqcGdeQXVyODgyNzU4MA@@._V1_SX300.jpg
Movie,vantage point,['pete travis'],"dennis quaid,matthew fox,forest whitaker,bruce mcgill,edgar ramírez,saïd taghmaoui,ayelet zurer,zoe saldana,sigourney weaver,william hurt",United States,2008,PG-13,action adventure,netflix,6.6,11715371468869065277,https://m.media-amazon.com/images/M/MV5BMTI3MjI1NjMzNV5BMl5BanBnXkFtZTYwNDc4Njk3._V1_SX300.jpg
Movie,island at the top of the world,['robert stevenson'],"david hartman,donald sinden,jacques marin,mako,david gwillim,agneta eckemyr",United States,1974,G,"action adventure,fantasy,survival",hotstar,6.2,156906693939761810,https://m.media-amazon.com/images/M/MV5BZTVmNzA1MTctOGZiMy00MDQ5LWJmMjUtYWQ5MzI5NTUxYTIxXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
Movie,russell peters almost famous,['dave higby'],russell peters,United States,2016,TV-MA,comedy,netflix,6.6,13817259290726344302,https://m.media-amazon.com/images/M/MV5BMzAwMjExNTgtYTMxZS00MmZkLTlkNmYtNGI1MzM0YjNlOTMzXkEyXkFqcGdeQXVyNjgyNjQzOTA@._V1_SX300.jpg
Movie,click,['frank coraci'],"adam sandler,kate beckinsale,christopher walken,david hasselhoff,henry winkler,julie kavner,sean astin,joseph castanon,jonah hill,jake hoffman,jennifer coolidge",United States,2006,PG-13,"comedy,scifi",netflix,6.4,4258560964139804491,https://m.media-amazon.com/images/M/MV5BMTA1MTUxNDY4NzReQTJeQWpwZ15BbWU2MDE3ODAxNw@@._V1_SX300.jpg
Movie,3 idiots,['rajkumar hirani'],"aamir khan,kareena kapoor,madhavan,sharman joshi,omi vaidya,boman irani,mona singh,javed jaffrey",India,2009,PG-13,"comedy,drama,international",netflix,8.4,7905053018394507965,https://m.media-amazon.com/images/M/MV5BNTkyOGVjMGEtNmQzZi00NzFlLTlhOWQtODYyMDc2ZGJmYzFhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
Movie,short term 12,['destin daniel cretton'],"brie larson,john gallagher jr,kaitlyn dever,rami malek,lakeith stanfield,kevin hernandez,melora walters,stephanie beatriz,lydia du veaux,alex calloway,frantz turner",United States,2013,R,"drama,independent",netflix,7.9,9307533551244543397,https://m.media-amazon.com/images/M/MV5BNzQ1MjQzMzM3OF5BMl5BanBnXkFtZTcwMzg3NzQ3OQ@@._V1_SX300.jpg
Movie,plutos purchase,['charles nichols'],"pinto colvig,james macdonald",United States,1948,TV-G,"animation,family",hotstar,1.0,736147524059722779,url
TV Show,american dragon jake long,['unknown'],"dante basco,jeff bennett,amy bruckner,john dimaggio,charlie finn,kittie",United States,2004,TV-Y7,"action adventure,animation,comedy",hotstar,6.6,4491615391244240501,https://m.media-amazon.com/images/M/MV5BN2IzMGUzZjEtMDY0Mi00ZTczLTg3ZTktNjc5NDJjZDljNmExXkEyXkFqcGdeQXVyMTA1OTAyOTI@._V1_SX300.jpg
Movie,trolls holiday special,['joel crawford'],"anna kendrick,justin timberlake,zooey deschanel,christopher mintzplasse,james corden,ron funches,kunal nayyar,aino jawo,caroline hjelt,walt dohrn",United States,2017,TV-Y7,"family,comedy,music",netflix,1.0,3397928770978373843,url
Movie,a stoning in fulham county,['larry elikann'],"ken olin,jill eikenberry,maureen mueller,gregg henry,nicholas pryor,noble willingham,peter michael goetz,ron perlman,theodore bikel,olivia burnette,bill allen,brad pitt",United States,1988,TV-14,drama,netflix,5.9,15602699231817799645,https://m.media-amazon.com/images/M/MV5BMTY3MDE0OTY5OV5BMl5BanBnXkFtZTgwMDEwODY0MjE@._V1_SX300.jpg
Movie,bolt,"['chris williams', 'byron howard']","john travolta,miley cyrus,susie essman,mark walton,malcolm mcdowell,james lipton",United States,2008,PG,"action adventure,animation,comedy",hotstar,6.8,3086451536478464468,https://m.media-amazon.com/images/M/MV5BNDQyNDE5NjQ1N15BMl5BanBnXkFtZTcwMDExMTAwMg@@._V1_SX300.jpg
Movie,michael,['ribhu dasgupta'],"naseeruddin shah,mahie gill,sabyasachi chakraborty,rudranil ghosh,iravati harshe,churni ganguly,june maliah,purav bhandare,shridhar watsar",India,2011,TV-MA,"drama,independent,international",netflix,5.7,5054368174875433861,https://m.media-amazon.com/images/M/MV5BMTViNzdjNmUtMmQyYi00ODA4LTljZmYtN2I3ZWUyZWQyYjVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Movie,dark skies,['scott stewart'],"keri russell,josh hamilton,jk simmons,dakota goyo,kadan rockett,lj benet,rich hutchman,myndy crist,annie thurman,jake brennan",United States,2013,PG-13,"horror,scifi",netflix,6.3,18219150387221306796,https://m.media-amazon.com/images/M/MV5BMTcxNDE1OTgyOF5BMl5BanBnXkFtZTcwMTEyMzMxOQ@@._V1_SX300.jpg
Movie,"strip down, rise up",['michèle ohayon'],unknown,United States,2021,R,documentaries,netflix,5.5,16874240445936673019,https://m.media-amazon.com/images/M/MV5BMWY5ZWY1NWMtNTE5Yi00NzdjLTk2YmEtYmM1ZGU0N2NkZDE2XkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_SX300.jpg
Movie,men in black ii,['barry sonnenfeld'],"tommy lee jones,will smith,rip torn,lara flynn boyle,johnny knoxville,rosario dawson,tony shalhoub,patrick warburton,jack kehler,david cross",United States,2002,PG-13,"action adventure,comedy,scifi",netflix,6.2,8680968232201116405,https://m.media-amazon.com/images/M/MV5BMTMxNDA0NTMxMV5BMl5BanBnXkFtZTYwMDE2NzY2._V1_SX300.jpg
Movie,power rangers super samurai stuck on christmas,['unknown'],"alex heartman,najee detiege,hector david jr,erika fong,brittany anne pirtle,steven skyler,paul schrier,felix ryan,jeff szusterman,stig alred,kate elliot",United States,2012,TV-Y7,"family,scifi",netflix,1.0,4719878020499284470,url
Movie,rocky iii,['sylvester stallone'],"sylvester stallone,talia shire,burt young,carl weathers,burgess meredith,tony burton,mr t,hulk hogan,ian fried",United States,1982,PG,"drama,sports",netflix,6.8,15917235964985583845,https://m.media-amazon.com/images/M/MV5BNDJiMzQ4YTAtZjUzZC00NTI4LWI3N2YtYWU4MTdiNzkwNWVmXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg
Movie,extinction,['ben young'],"michael peña,lizzy caplan,israel broussard,mike colter,emma booth,lex shrapnel,erica tremblay,lilly aspell",United States,2018,TV-MA,"action adventure,drama,scifi",netflix,5.8,12565276045161803182,https://m.media-amazon.com/images/M/MV5BMTU5OTYzMzcwOF5BMl5BanBnXkFtZTgwNTkzMzk4NTM@._V1_SX300.jpg
TV Show,wizards of waverly place,['unknown'],"selena gomez,david henrie,jake austin,jennifer stone,maria canalsbarrera,david deluise",United States,2007,TV-G,"comedy,coming of age,fantasy",hotstar,6.9,2655446154659357756,https://m.media-amazon.com/images/M/MV5BZGYzMjA3MjQtZjkwMi00N2RmLTgyNTktYjk4OTAwNzUyNmVjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTEwMTkwOTI@._V1_SX300.jpg
Movie,a ring of endless light,['greg beeman'],"mischa barton,ryan merriman,jared padalecki,scarlett pomers,soren fulton,chris kirby",United States,2002,TV-G,"coming of age,drama,romance",hotstar,5.8,9555076900467710792,https://m.media-amazon.com/images/M/MV5BMTc4MzgyODMwNV5BMl5BanBnXkFtZTgwMjYzMTE0NzE@._V1_SX300.jpg
Movie,carriers,"['àlex pastor', 'david pastor']","lou taylor pucci,chris pine,piper perabo,emily vancamp,christopher meloni,kiernan shipka,ron mcclary,mark moses",United States,2009,PG-13,"horror,scifi,thriller",netflix,6.0,6501139733504431856,https://m.media-amazon.com/images/M/MV5BNDNmMDAwMzgtYzA4MC00MWM0LWFkNDMtMmFjNmFhNjRlOTk1XkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_SX300.jpg
Movie,"big mommas like father, like son",['john whitesell'],"martin lawrence,brandon t jackson,jessica lucas",United States,2011,PG-13,comedy,hotstar,4.4,11912014134086881751,https://m.media-amazon.com/images/M/MV5BMzU2MTk5NzkzNV5BMl5BanBnXkFtZTcwMjU5MzgwNA@@._V1_SX300.jpg
TV Show,patriot act with hasan minhaj,['unknown'],hasan minhaj,United States,2020,TV-MA,"comedy,comedy",netflix,8.3,13091074136050934125,https://m.media-amazon.com/images/M/MV5BZDUzZmIwYzMtMTNiNS00OTRlLTliYTgtZjljNjNjNTdkNDc4XkEyXkFqcGdeQXVyNjAxNDcwNzY@._V1_SX300.jpg
Movie,bad boys ii,['michael bay'],"will smith,martin lawrence,jordi mollà,gabrielle union,peter stormare,theresa randle,joe pantoliano,michael shannon,jon seda,yul vazquez",United States,2003,R,"action adventure,comedy",netflix,6.6,6486388407170638731,https://m.media-amazon.com/images/M/MV5BZmU4NzVkZjEtZmQxMi00ZDY5LWI3ZDYtMWRmZjE5YmYwZjQzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Movie,disney descendants,['kenny ortega'],"dove cameron,cameron boyce,booboo stewart,sofia carson,mitchell hope,melanie paxson",United States,2015,TV-G,"coming of age,fantasy,music",hotstar,6.7,1089909837982815654,https://m.media-amazon.com/images/M/MV5BZGJkODhiYTUtZDI5Mi00NTViLWFjMDAtMzAyZDdjMmZlZjJjXkEyXkFqcGdeQXVyNDM5NjYzNDQ@._V1_SX300.jpg
Movie,st agatha,['darren lynn bousman'],"sabrina kern,carolyn hennesy,courtney halverson,shaun fletcher,lindsay seim,hannah fierman,trin miller,seth michaels,justin miles",United States,2018,TV-MA,"horror,independent",netflix,4.8,13048789310634435049,https://m.media-amazon.com/images/M/MV5BOTUwY2RjYzEtOGRkOC00OWFiLTkwY2UtMmJhNWJlMzgxZDA1XkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_SX300.jpg
Movie,george  aj,['josh cooley'],"jason topolski,aj riebli  iii,steve purcell,peter sohn,bob peterson,kim donovan",United States,2009,TV-G,"animation,comedy,family",hotstar,1.0,4643612337547176156,url
Movie,sling blade,['billy bob thornton'],"billy bob thornton,dwight yoakam,jt walsh,john ritter,lucas black,natalie canerday,james hampton,robert duvall,rick dial,brent briscoe",United States,1996,R,"drama,independent",netflix,8.0,17969617650270496318,https://m.media-amazon.com/images/M/MV5BNzViNGMzNDMtMDFkZS00ZWZiLTk1NDgtMzFhZmYwYjQ5ODNkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg
Movie,the spy next door,['brian levant'],"jackie chan,amber valletta,george lopez,billy ray cyrus,magnús scheving,madeline carroll,will shadley,alina foley,katherine boecher,mia stallard,lucas till",United States,2010,PG,"action adventure,family,comedy",netflix,5.4,6743561269879063981,https://m.media-amazon.com/images/M/MV5BMTI5MjEzMjM4N15BMl5BanBnXkFtZTcwODc0ODEwMw@@._V1_SX300.jpg
Movie,traffic signal,['madhur bhandarkar'],"kunal khemu,neetu chandra,konkona sen sharma,upendra limaye,ranvir shorey,sudhir mishra,nassar abdulla,manoj joshi",India,2007,TV-MA,"drama,independent,international",netflix,6.6,5042606598554249,https://m.media-amazon.com/images/M/MV5BYzQwYmZlMmUtNDk3My00MjBiLTljYzQtOGI4Mzg3N2VjMmEzXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg
Movie,the odd life of timothy green,['peter hedges'],"jennifer garner,joel edgerton,dianne wiest,cj adams,rosemarie dewitt,ron livingston",United States,2012,PG,"drama,family,fantasy",hotstar,6.6,540050164582762091,https://m.media-amazon.com/images/M/MV5BOTNkYjM1YTAtYTFiOC00ZDY2LWI5ZDYtODEwZDM4ZDljNDgwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg
Movie,the boss baby get that baby,"['dan forgione', 'pete jacobs', 'matt whitlock']","jp karliak,pierce gagnon,alex cazares,kevin michael richardson,flula borg,rhys darby,wendie malick,jake green",United States,2020,TV-Y7,"family,comedy",netflix,4.9,17099511607549371208,https://m.media-amazon.com/images/M/MV5BMjUwNTkzNTktMDkzYi00OGYxLThjZmUtMDFmOGRiYmQwMmE4XkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_SX300.jpg
Movie,brij mohan amar rahe,['nikhil nagesh bhat'],"arjun mathur,nidhi singh,manav vij,sheetal thakur,sunny hinduja,yogendra tikku,vijayant kohli",India,2018,TV-MA,"comedy,drama,international",netflix,1.0,5069867594646312002,url
Movie,gigi,"['vincente minnelli', 'charles walters']","leslie caron,maurice chevalier,louis jourdan,hermione gingold,eva gabor,jacques bergerac,isabel jeans,john abbott,edwin jerome,corinne marchand",United States,1958,G,"classic movies,comedy,music",netflix,6.6,4694971226749390208,https://m.media-amazon.com/images/M/MV5BMWIzNzlkMWUtY2VhYy00NWMwLTg3MWUtZWY4ODZjMjBiMmM1XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
Movie,cop car,['jon watts'],"kevin bacon,james freedsonjackson,hays wellford,camryn manheim,shea whigham,sean hartley,kyra sedgwick,loi nguyen",United States,2015,R,thriller,netflix,6.3,11337991145595030302,https://m.media-amazon.com/images/M/MV5BOTMyMDc5OTUwMl5BMl5BanBnXkFtZTgwMjEwNjc3NTE@._V1_SX300.jpg
Movie,welcome 2 karachi,['ashish r mohan'],"arshad warsi,jacky bhagnani,lauren gottlieb,dalip tahil,pavan malhotra,ayub khoso,adnan shah",India,2015,TV-MA,"comedy,international",netflix,4.2,14465237548524086025,https://m.media-amazon.com/images/M/MV5BMTU4YTcyNzYtOGEwMS00Y2U0LWJhYjQtYTc4N2I5OWI3MjgxXkEyXkFqcGdeQXVyMzQ5Njc3NzU@._V1_SX300.jpg
TV Show,inside the mind of a serial killer,['unknown'],unknown,United States,2015,TV-14,"crime,docuseries",netflix,5.6,9019092570497150409,https://m.media-amazon.com/images/M/MV5BN2UwNzgxYTQtNjFjMy00NDI1LWE1ZTAtYWJiZDQwM2IyNGI0XkEyXkFqcGdeQXVyNTE3OTcwNTc@._V1_SX300.jpg
Movie,tinker bell and the legend of the neverbeast,['steve loter'],"ginnifer goodwin,mae whitman,rosario dawson,lucy liu,pamela adlon,ravensymoné,megan hilty,kari wahlgren,anjelica huston,jeff corwin,olivia holt,thomas lennon,chloe bennet,danai gurira,grey delisle,peter michael",United States,2014,G,family,netflix,7.2,3072627932010515994,https://m.media-amazon.com/images/M/MV5BMjQyMTc4NDc2N15BMl5BanBnXkFtZTgwMDk3MTEwNzE@._V1_SX300.jpg
Movie,hello brother,['sohail khan'],"salman khan,arbaaz khan,rani mukerji,johny lever,neeraj vora,shakti kapoor,razak khan,sulabha arya",India,1999,TV-14,"action adventure,comedy,international",netflix,4.6,15888362796990099221,https://m.media-amazon.com/images/M/MV5BMjk1MDczMGQtY2RkNS00OGVhLWJhNzYtNWMwMzFhNTcyNjczXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg
Movie,the mouseketeers at walt disney world,['john tracy'],"jo worley,ronnie schell,dennis underwood,leslie norris,billy attmore,scott craig",United States,1977,TV-PG,"coming of age,drama,family",hotstar,8.4,8169162832550765008,
TV Show,another life,['unknown'],"katee sackhoff,justin chatwin,samuel anderson,blu hunt,aj rivera,jake abel,alex ozerov,alexander eling,lina renna,selma blair",United States,2019,TV-MA,"british,international,action adventure",netflix,5.3,8148952566163179462,https://m.media-amazon.com/images/M/MV5BMTNjOWNhYTQtNWEzOS00M2Q4LWEyOWMtZjU3ZjhhMTBmMWZjXkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_SX300.jpg
TV Show,paradise pd,['unknown'],"tom kenny,david herman,sarah chalke,kyle kinane,dana snyder,cedric yarbrough,grey griffin,john dimaggio,roger black,waco oguin",United States,2021,TV-MA,comedy,netflix,6.8,18327598159742872348,https://m.media-amazon.com/images/M/MV5BMTU2NjgxNTUxMF5BMl5BanBnXkFtZTgwMzM4MjMwNjM@._V1_SX300.jpg
